ID,Species,Site,Eelgrass,GFI,Group,Detail,Abundance,Biomass
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Calanoid,Pseudocalanus,2,0.1
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Zaus,39,0.6
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticoida,143,3.6
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Tisbe,75,2.2
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Tisbe,32,0.9
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticoida,53,0.6
BCHUM60,Chum,Qualicum,Eelgrass,50-75%,Digested food,Digested food,1,5.5
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Gammarid,Gammaridea,2,1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Calanoid,Calanus pacificus,1,0.4
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Ectinosoma melaniceps,2,0.1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Cyclopoid/Poecilostomatoid,Oncaea borealis,1,0.1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Sarsamphiascus,2,0.1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Parathalestris bulbiseta,1,0.1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Zaus,5,0.1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Scutellidium,2,0.1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Barnacle,Balanomorpha,1,0.1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Tisbe,38,1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Harpacticoida,15,0.1
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Harpacticoid,Harpacticoida,86,1.2
BCHUM61,Chum,Qualicum,Eelgrass,25-50%,Digested food,Digested food,1,0.9
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,1,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,4,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Barnacle,Balanus crenatus,2,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Barnacle,Balanus balanus,1,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,10,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Barnacle,Balanomorpha,2,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,2,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Amphiascus,1,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,1,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Pteropod,Gastropoda,2,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium patellarum,2,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,6,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,10,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,5,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,6,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,457,3.7
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,174,3.3
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Calanoid,Calanus pacificus,2,0.7
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Calanoid,Calanus marshallae,1,0.8
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Calanoid,Calanoida,9,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Crustacean,Crustacea,1,3.4
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Calanoid,Eurytemora affinis,2,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Calanoid,Pseudocalanus,1,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Parathalestris bulbiseta,1,0.1
BPIN1,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,2,0.3
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,12,0.8
BPIN2,Pink,Qualicum,Eelgrass,100%,Euphausiid,Euphausiidae,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Pteropod,Gastropoda,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Pteropod,Gastropoda,4,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Pteropod,Gastropoda,2,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus glandula,2,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus crenatus,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Barnacle,Semibalanus balanoides,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus improvisus,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus balanus,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Calanoid,Calanoida,7,1.8
BPIN2,Pink,Qualicum,Eelgrass,100%,Calanoid,Calanus marshallae,1,0.7
BPIN2,Pink,Qualicum,Eelgrass,100%,Calanoid,Calanus marshallae,3,2.2
BPIN2,Pink,Qualicum,Eelgrass,100%,Calanoid,Calanus pacificus,2,0.7
BPIN2,Pink,Qualicum,Eelgrass,100%,Copepod,Copepoda,10,1.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,8,0.2
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,11,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Pseudobradya,3,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Pseudobradya,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Ectinosoma melaniceps,17,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Sarsamphiascus,7,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,20,0.4
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,23,0.3
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Scutellidium,7,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Detritus,Rocks/Plastic,12,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,17,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanomorpha,4,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Fish,Neopterygii,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,14,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,37,1.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,986,12.5
BPIN2,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,451,11.3
BPIN2,Pink,Qualicum,Eelgrass,100%,Digested food,Digested food,1,6.9
BPIN2,Pink,Qualicum,Eelgrass,100%,Cladoceran,Evadne tergestina,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Gammarid,Gammaridea,1,0.1
BPIN2,Pink,Qualicum,Eelgrass,100%,Calanoid,Pseudocalanus newmani,1,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,35,0.9
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,33,0.5
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,31,0.2
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,21,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Ectinosoma melaniceps,14,0.6
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Scutellidium,10,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Scutellidium,6,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanomorpha,4,0.4
BPIN3,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus crenatus,8,0.9
BPIN3,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus glandula,37,2.4
BPIN3,Pink,Qualicum,Eelgrass,100%,Barnacle,Semibalanus balanoides,3,0.7
BPIN3,Pink,Qualicum,Eelgrass,100%,Calanoid,Eurytemora,1,0.2
BPIN3,Pink,Qualicum,Eelgrass,100%,Gammarid,Polycheria,6,0.8
BPIN3,Pink,Qualicum,Eelgrass,100%,Gammarid,Polycheria,6,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Decapod,Pleocyemata,3,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,18,1.2
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,6,0.3
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,12,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,11,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Detritus,Zostera,3,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Fish,Neopterygii,1,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Detritus,Rocks/Plastic,6,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanomorpha,13,0.4
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Pseudobradya,16,0.5
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Sarsamphiascus,4,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Sarsamphiascus,1,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Dactylopusia,1,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Parathalestris bulbiseta,2,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,2,0.7
BPIN3,Pink,Qualicum,Eelgrass,100%,Pteropod,Gastropoda,1,0.1
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,35,1.6
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,362,7.9
BPIN3,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,641,18.3
BPIN4,Pink,Qualicum,Eelgrass,100%,Cyclopoid/Poecilostomatoid,Oncaea borealis,1,0.1
BPIN4,Pink,Qualicum,Eelgrass,100%,Detritus,Zostera,1,0.1
BPIN4,Pink,Qualicum,Eelgrass,100%,Cnidarian,Aglantha,1,0.3
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Dactylopusia,2,0.2
BPIN4,Pink,Qualicum,Eelgrass,100%,Pteropod,Gastropoda,1,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Pteropod,Gastropoda,1,0.1
BPIN4,Pink,Qualicum,Eelgrass,100%,Detritus,Phaeophyceae,1,0.1
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,144,0.8
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,172,2.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,100,0.8
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,436,9.2
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,20,0.8
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Pseudobradya,40,1.2
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,4,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Sarsamphiascus,8,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Scutellidium,16,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Diosaccus spinatus,4,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Ectinosoma melaniceps,44,2
BPIN4,Pink,Qualicum,Eelgrass,100%,Gammarid,Cyphocaris,4,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Detritus,Rocks/Plastic,20,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Gammarid,Polycheria,16,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,28,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,44,2.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,8,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus crenatus,4,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Calanoid,Calanoida,12,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Gammarid,Polycheria,8,0.8
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,96,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Diatom,Coscinodiscophycidae,4,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus glandula,36,2
BPIN4,Pink,Qualicum,Eelgrass,100%,Digested food,Digested food,4,8.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanomorpha,20,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,656,12.8
BPIN4,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Scutellidium,20,0.4
BPIN4,Pink,Qualicum,Eelgrass,100%,Gammarid,Cyphocaris,4,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Calanoid,Calanus marshallae,1,0.7
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Calanoid,Calanus pacificus,1,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Euphausiid,Euphausiidae,8,0.1
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Detritus,Rocks/Plastic,44,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,16,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,4,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Amphiascus,4,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,12,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,64,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,12,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,16,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,128,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,364,3.2
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,40,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,24,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,72,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,4,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Gammarid,Polycheria,12,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Gammarid,Polycheria,8,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,36,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,8,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Cyphonaut,Bryozoa,16,0.4
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,416,8
BPIN5,Pink,Qualicum,Eelgrass,75-100%,Digested food,Digested food,4,8
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Cumacean,Cumacea,1,0.5
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,152,2
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,44,0.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,24,0.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,8,0.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Barnacle,Balanus glandula,4,0.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,580,8.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Microsetella rosea,4,0.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,4,0.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,4,0.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,12,0.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,8,0.8
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,4,0.4
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,48,1.2
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,380,3.6
BPIN6,Pink,Qualicum,Eelgrass,75-100%,Digested food,Digested food,4,2.4
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Calanoid,Calanus marshallae,1,1.1
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Dactylopusia,3,0.1
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Barnacle,Balanus glandula,2,0.1
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Calanoid,Calanoida,1,0.3
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,3,0.1
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Pteropod,Gastropoda,1,0.1
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,1,0.1
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,2,0.1
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,112,1.6
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,12,0.4
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,4,0.4
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,24,0.4
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,24,0.4
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,24,0.4
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,16,6.8
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,432,0.4
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,476,6
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Digested food,Digested food,4,2.4
BPIN7,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,4,0.4
BPIN8,Pink,Qualicum,Eelgrass,100%,Fish,Neopterygii,1,0.1
BPIN8,Pink,Qualicum,Eelgrass,100%,Pteropod,Gastropoda,1,0.1
BPIN8,Pink,Qualicum,Eelgrass,100%,Detritus,Rocks/Plastic,1,0.1
BPIN8,Pink,Qualicum,Eelgrass,100%,Gammarid,Gammaridea,3,0.1
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Sarsamphiascus,2,0.1
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Pseudobradya,1,0.1
BPIN8,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus glandula,2,0.1
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,2,0.1
BPIN8,Pink,Qualicum,Eelgrass,100%,Pteropod,Gastropoda,2,0.5
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Scutellidium,4,0.1
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,24,0.4
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,28,0.4
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,84,0.4
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,92,2.4
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,256,3.2
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Ectinosoma melaniceps,8,0.4
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,8,0.4
BPIN8,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,620,7.6
BPIN9,Pink,Qualicum,Eelgrass,100%,Calanoid,Calanoida,1,0.2
BPIN9,Pink,Qualicum,Eelgrass,100%,Insect,Insecta,1,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Dactylopusia,1,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Fish,Neopterygii,1,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Pseudobradya,1,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Isopod,Isopoda,1,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticus,4,0.9
BPIN9,Pink,Qualicum,Eelgrass,100%,Gammarid,Gammaridea,1,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Pteropod,Gastropoda,1,1.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Barnacle,Semibalanus balanoides,1,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Sarsamphiascus,2,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Detritus,Rocks/Plastic,2,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Pseudobradya,1,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Gammarid,Cyphocaris,1,0.1
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Ectinosoma melaniceps,21,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus glandula,18,1.2
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,336,6.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tisbe,108,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,15,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Tigriopus,9,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Digested food,Digested food,3,1.2
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,30,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Zaus,6,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanomorpha,3,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanus crenatus,6,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Barnacle,Balanomorpha,3,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,66,0.3
BPIN9,Pink,Qualicum,Eelgrass,100%,Harpacticoid,Harpacticoida,414,6.6
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Microsetella norvegica,1,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Pseudobradya,1,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,7,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Zaus,6,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,7,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tigriopus,6,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Sarsamphiascus,1,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Ectinosoma melaniceps,9,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,3,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticus,2,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,2,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Scutellidium,3,0.1
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,196,4.8
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Tisbe,56,1.2
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,28,0.4
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Harpacticoid,Harpacticoida,312,6.8
BPIN10,Pink,Qualicum,Eelgrass,75-100%,Digested food,Digested food,4,1.2
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Polychaete,Polychaeta,1,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Barnacle,Balanomorpha,2,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Scutellidium,1,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Scutellidium,2,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Barnacle,Balanus crenatus,1,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Diosaccus spinatus,1,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticus,1,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Cyphonaut,Bryozoa,25,0.3
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Tigriopus,3,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Pseudobradya,4,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Zaus,6,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Tisbe,43,0.6
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Tisbe,23,0.4
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Ectinosoma melaniceps,13,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Barnacle,Balanus glandula,6,0.3
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Detritus,Rocks/Plastic,9,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Sarsamphiascus,2,0.1
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Digested food,Digested food,1,1.6
BPIN11,Pink,Qualicum,Eelgrass,50-75%,Harpacticoid,Harpacticoida,61,0.8
