Key,region_name,Station,lon,lat,day,month,year,STN_TIME,Twilight,Net_Type,Mesh_Size(um),Net_Mouth_Dia(m),DEPTH_STRT,DEPTH_END,Bottom Depth(m),Volume Filtered(m3),CTD,NOTES,PI,NumberOfSpecies,SumOfDiversity,ANNE:POLY: >> POLY larvae s1,ANNE:POLY: >> POLY s1,ANNE:POLY: >> POLY s2,ANNE:POLY: >> POLY s3,ARCR:: >> CIRRI s1,ARCR:: >> CRUST larvae s1,ARCR:AMPH: >> AMPHI s1,ARCR:AMPH: >> AMPHI s2,ARCR:AMPH: >> AMPHI s3,ARCR:AMPH:GAMM >> GAMM s1,ARCR:AMPH:GAMM >> GAMM s2,ARCR:AMPH:GAMM >> GAMM s3,ARCR:AMPH:HYPE >> HYPER s1,ARCR:AMPH:HYPE >> HYPER s2,ARCR:AMPH:HYPE >> HYPER s3,ARCR:CLAD: >> CLADO s1,ARCR:COPE: >> COPE other <2mm,ARCR:COPE: >> COPE other >2mm,ARCR:COPE: >> COPEN s1,ARCR:COPE:CALA >> CALA <1mm,ARCR:COPE:CALA >> CALA <3mm>1mm,ARCR:COPE:CALA >> CALA <5mm>3mm,ARCR:COPE:CALA >> CALA >5mm,ARCR:CUMA: >> CUMAC s1,ARCR:CUMA: >> CUMAC s2,ARCR:CUMA: >> CUMAC s3,ARCR:DECA: >> DECA s1,ARCR:DECA: >> DECA s2,ARCR:DECA: >> DECA s3,ARCR:DECA:CARI >> CARID s1,ARCR:DECA:CARI >> CARID s2,ARCR:DECA:CARI >> CARID s3,ARCR:DECA:MYSI >> MYSID s2,ARCR:DECA:MYSI >> MYSID s3,ARCR:EUPH: >> EUPH eggs,ARCR:EUPH: >> EUPH s1,ARCR:EUPH: >> EUPH s2,ARCR:EUPH: >> EUPH s3,ARCR:ISOP: >> ISOPOD s1,ARCR:ISOP: >> ISOPOD s2,ARCR:ISOP: >> ISOPOD s3,ARCR:OSTR: >> OSTRA <3mm,ARCR:OSTR: >> OSTRA >3mm,CHAE:: >> CHAET s1,CHAE:: >> CHAET s2,CHAE:: >> CHAET s3,CHAE:: >> EUKHA s2,CHAE:: >> EUKHA s3,CHAE:: >> PATEL s2,CHAE:: >> PATEL s3,CNID:ANTH: >> ANTH s1,CNID:ANTH: >> ANTH s2,CNID:HYDR: >> MEDUS s1,CNID:HYDR: >> MEDUS s2,CNID:HYDR: >> MEDUS s3,CNID:HYDR:SIPH >> CALYC s1,CNID:HYDR:SIPH >> CALYC s2,CNID:HYDR:SIPH >> CALYC s3,CNID:HYDR:SIPH >> PHYS float >5mm,CNID:HYDR:SIPH >> PHYS s1,CNID:HYDR:SIPH >> PHYS s2,CNID:SCYF: >> SCYPH s1,CNID:SCYF: >> SCYPH s2,CNID:SCYF: >> SCYPH s3,CTEN:: >> CTENO s1,CTEN:: >> CTENO s2,CTEN:: >> CTENO s3,ECHI:: >> ECHIN s1,ECTO:: >> BRYOC s1,MOCE:OCTO: >> CEPH s1,MOCE:OCTO: >> CEPH s2,MOCE:OCTO: >> CEPH s3,MOGA:HETE: >> HETERO s1,MOGA:PTER: >> CLIO s1,MOGA:PTER: >> CLIO s2,MOGA:PTER: >> CLIO s3,MOGA:PTER: >> GYMNO s1,MOGA:PTER: >> GYMNO s2,MOGA:PTER: >> GYMNO s3,MOGA:PTER: >> LIM-- s0,MOGA:PTER: >> LIM-- s1,MOGA:PTER: >> LIM-- s2,MOGA:PTER: >> LIM-- s3,MOLL:: >> MOLL s1,PROT:: >> PROTO s1,PROT:: >> PROTO s2,UROC:LARV: >> LARVAC s1,UROC:LARV: >> LARVAC s2,UROC:LARV: >> LARVAC s3,UROC:THAL: >> DOLIO s1,UROC:THAL: >> DOLIO s2,UROC:THAL: >> DOLIO s3,UROC:THAL: >> SALP s1,UROC:THAL: >> SALP s2,UROC:THAL: >> SALP s3,VERT:PISC: >> PISCES egg s1,VERT:PISC: >> PISCES s1,VERT:PISC: >> PISCES s2,VERT:PISC: >> PISCES s3,XXXX >> Remainder
IOS201723000701,Northern Vancouver Island Shelf,CPE1,-127.833,50.999,6,7,2017,18:50,Daylight,Bongo VNH,236,0.56,140,0,150,27.58,8,"lots of algae, very brown. 2x500ml jars. Thick, mainly Pseudonitzchia ",32,36,2.441,0.74257,0,0,0,4.08412,0.02228,0,0,0,0,0,0,0,1.43583,0,0.04641,0.30167,0,0.22555,4.25677,7.10081,0.56127,0.64248,0,0,0,0.30457,0,0,0,0.54822,0,0,0,1.53619,0,3.00218,35.38796,0,0,0,0,0,0.5198,0,0.94271,0.20885,0.20305,0.37012,7.15736,0,0,0,1.10225,0,0,0,0,0,0,0,0,0,0,0,0,0.1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02413,0,0,11.69543,0,0,0,0,0,0,0,0,0,0,0,0,0
PBS199007000701,Northern Vancouver Island Shelf,CPE2,-128.667,50.717,27,8,1990,22:00,Night,Bongo ONH,253,0.58,111,0,131,227.59,3,COPRA new data ,29,29,2.38,0,0.39594,0,0,0.71989,0,0,0,0,0,0,0,0.3037,0,0,0.05062,0.07165,0,0,1.49522,5.97095,4.71373,0.0239,0,0,0,0.3217,0,0,0,0,0,0,0,0.05399,0,0,0,0,0,0,0,0,0,0.40494,0,0,0,0,0,0,0,0,0,0,0.14398,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2211,0,0,0,0.01755,0.0225,0,0,0,0,0,0,0,0.28796,0.23734,0,0,0,0,0,0
PBS199187900101,Northern Vancouver Island Shelf,CPE2,-128.667,50.717,17,7,1991,22:00,Daylight,Bongo ONH,253,0.58,100,0,120,190,1,COPRA new data MISSING HEADER ,29,17,1.761,0,0,0,0,1.40126,0,0,0,0,0,0,0,0,0,0,0,0.03395,0,0,2.69311,43.69516,11.54191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.74863,0,0,0,0,0,0,1.46526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBS199188000501,Northern Vancouver Island Shelf,CPE2,-128.672,50.717,27,8,1991,22:33,Night,Bongo ONH,253,0.58,130,0,140,198.74,5,COPRA new data ,29,19,1.119,0,0,0,0,0.4122,0,0,0,0,0,0,0,0.69558,0,0,0,0.03607,0,0,4.7364,4.72223,0.37597,0.10949,0.1708,0,0,0,0,0,0,0,0,0,0,0.00773,0,4.05756,0,0,0,0,0,0,0,0.75355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBS199288000601,Northern Vancouver Island Shelf,CPE2,-128.667,50.717,22,7,1992,2:57,Night,Bongo ONH,253,0.58,90,0,140,294.05,6,COPRA new data ,29,20,2.279,0,0,0,0,0.24377,0,0,0,0,0,0,0,0,0,0,0,0.00312,0,0,0.10783,6.43766,1.67965,0.00925,0,0,0,0.09577,0,0,0.66601,0,0,0,0,0,0,0,14.2826,0,0,0,0,0,0,0.03877,0.04018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBS199282007601,Northern Vancouver Island Shelf,CPE2,-128.667,50.717,27,8,1992,23:07,Night,Bongo ONH,253,0.58,110,0,122,191.71,76,COPRA new data ,29,24,1.995,0,0,0,0,0.53414,0,0,0,0,0,0.25789,0,0,0,0,0,0.18321,0,0,1.50841,8.23191,49.14089,0,0,0.04056,0,0.67302,0,0,0,0,0,0,0,0,0,0.03522,7.25847,0,0,0,0,0,0.07478,0.333,0.05283,0,0,0,0,0,0,0,0,0,0.34185,0,0,0,0,0,0,0,0,0,0.7094,0,0.35894,0.00694,0,0,0,0,0,0,0,0,0,0,0.54269,0,0,0,0.00694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBS199415000501,Northern Vancouver Island Shelf,CPE2,-128.668,50.717,26,6,1994,0:32,Night,Bongo ONH,253,0.58,100,0,122,128.8,5,COPRA new data ,29,26,2.326,0,0.19677,0,0,6.51925,0,0,0,0,0,0.02399,0,1.07329,0.01677,0,0,0.10574,0,0,1.06475,21.69839,33.3017,0.03168,0,0,0,0,0,0,0,0.01009,0,0,0,0.05665,0,0,0.36864,0,0,0,0,0,0.02783,0.09736,0.00983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22438,0,0.81809,0,0,0,0,0,0,0,0,0,0,0,0.09173,0,0,0,0.00517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBS199416000401,Northern Vancouver Island Shelf,CPE2,-128.666,50.717,29,8,1994,1:26,Night,Bongo ONH,253,0.58,90,0,122,114.25,4,COPRA new data ,29,26,2.213,0,0.09859,0,0,1.88219,0,0,0,0,0,0,0,1.20998,0,0,0,0.12234,0,0,3.1101,14.87377,11.77908,0,0,0,0,0.28233,0,0,0,0,0,0.02801,0,0.02689,0,0,7.56307,0,0,0,0,0,0.09411,0.44114,0,0,0,0,0,0,0,0,0,0,0,0.04432,0,0,0,0,0,0,0,0,0,0,0.26351,0.00291,0,0,0,0,0,0,0,0,0,0,0.40175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBS199519000501,Northern Vancouver Island Shelf,CPE2,-128.666,50.717,4,6,1995,7:34,Daylight,Bongo ONH,253,0.58,107,0,127,226.43,5,COPRA new data ,29,18,1.807,0,0.09949,0,0,5.42684,0,0,0,0,0,0,0,0,0,0,0,0.10763,0,0,4.60738,27.81709,72.60081,0.08409,0,0,0,0,0,0,0,0,0,0,0,0.86829,0,0,8.04487,0,0,0,0,0,0,0.11553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1892,0,0,0,0.02352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS199613004801,Northern Vancouver Island Shelf,CPE2,-128.677,50.718,11,6,1996,11:50,Daylight,Bongo VNH,236,0.56,120,0,124,29.79,83,Thick with mucous probably nets from Corolla. Dried pieces of Euphausiids possibly from previous sample? ,2,41,1.745,0.02363,0,0.01141,0,1.03122,0,0,0,0,0,0,0,0.50916,0.1005,0,0,0.11192,0,0,1.42328,10.09089,0.01477,0.02283,0,0,0,0.17187,0,0,0,0.02115,0.11044,0,0,0.02686,0.08593,0,0,0,0,0,0,0,0,0.0571,0,0,0,0.00886,0.66969,0,0,0,0.25512,3.84189,0,0,0.17825,0,0,0,0,0,0,0,0.16865,0.17402,0.03609,0,0,0,0,0,0,0,0,0,0.23498,0,0.54783,0,0,1.04867,0.00559,0,0,0.08593,0.28278,0.0235,0.1289,0.14771,0.03525,0,0,0.14434,0,0,0.39141,0,0
IOS199815009101,Northern Vancouver Island Shelf,CPE2,-128.667,50.717,25,6,1998,4:00,Daylight,Bongo VNH,236,0.56,110,0,140,33.52,82, ,2,46,2.605,0.08401,0,0,0,5.88067,0,0,0,0,0,0,0,0,0,0,0.01909,0.682,0,0.03437,2.28429,14.25108,0.01313,0,0,0,0,0,0.36695,0,0,0.12511,0,0,0,0.14702,0,0.07757,0.10442,0,0,0,0,0,0,0.05101,0.09845,0.00537,0,0.09451,0.09397,0,0,9.54654,0.39678,2.5707,0,0.0352,0.0176,0,0,0,0,0,0,0,0,0,0.06415,0,0,0,0,0,0,0,0,0,0,0,2.27208,0,0,0,0,0,0,0.8401,0.01253,0,0,0,0,0,0,0,0,6.87351,0,0,0
IOS199815009201,Northern Vancouver Island Shelf,CPE2,-128.667,50.717,25,6,1998,4:15,Daylight,Bongo VNH,236,0.56,50,0,140,21.12,82, ,2,42,2.807,0.06667,0,0,0,9.69697,0,0,0,0,0,0,0,0,0,0,0,0.52303,0,0.05091,3.63577,23.72121,0.01042,0.0767,0,0,0,0.77273,0,0,0.13939,0.12273,0,0,0,0.20606,0.48485,0,0,0,0,0,0,0,0,0.02131,0.36458,0,0,0.05417,0,0,0,0,0.62974,3.44413,0,0,0.02794,0,0,0,0,0,0,0,0.05947,0,0,0,0,0,0,0,0,0,0,0,0,0,20.60606,0,0,0,0.0497,0,0,1.75757,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS200419003001,Northern Vancouver Island Shelf,CPE2,-128.664,50.717,31,7,2004,22:20,Daylight,Bongo VNH,236,0.56,110,0,120,35.99,29,"Thick with dinos and diatoms, poor condition, lots of fish debris ",2,43,2.732,0.14226,0.07647,0,0,5.7616,0,0,0,0,0,0,0,0,0,0,0.01778,0.04393,0,0.01227,1.21812,2.27584,0.07669,0.06224,0,0.06302,0,0,0.42234,0,0,0.21006,0,0,0.06557,0.23472,0,1.05029,2.94916,0,0,0,0,0,0,0,0.36121,0.12003,0.0778,0.3032,2.91748,0,0,0,0.10558,0.72242,0,0,0.28897,0,0,0,0,0,0,0,0.0698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15115,0,0,0,0.0192,0,0,3.25423,0.012,0,0,0,0,0,0,0,0,0,0,0,0
NMF200509000801,Northern Vancouver Island Shelf,CPE2,-128.668,50.717,1,8,2005,0:02,Night,SCOR VNH,236,0.56,107,0,117,29.58,172, ,2,28,2.557,0.17309,0,0,0,0.21636,0,0,0,0,0,0,0,0,0,0,0.02164,0.11294,0,0.00779,1.59653,4.19852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23476,0,3.20825,9.26978,0,0,0,0,0,0,0.01217,1.04124,0,0,0.47005,8.44828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563,0,0,0,0.23367,0,0,0,0,0,0,0,0,0.60852,0,0,0
IOS200519001601,Northern Vancouver Island Shelf,CPE2,-128.677,50.713,14,8,2005,7:22,Daylight,SCOR VNH,236,0.56,115,0,122,31.16,15,lots of Coscinodiscus ,2,39,2.799,0,0,0,0,1.8896,0,0,0,0,0,0,0,0,0,0,0.05134,0.05751,0,0.00709,0.64044,2.75604,0.01412,0.10398,0,0,0,0,0.01598,0,0,0.08087,0,0,0,0.14942,0,0.16046,0,0,0,0,0,0,0,0.00578,0.14121,0.01155,0,0.26547,3.23492,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47625,0,0,0,0.06901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01869,0,0,1.29397,0.64698,0,0,0,0,0,0,0,0,0,1.45058,0,0
IOS200606002101,Northern Vancouver Island Shelf,CPE2,-128.665,50.717,15,7,2006,11:50,Daylight,SCOR VNH,335,0.56,110,0,119,35.61,20,Wind light Seas rippled ,2,29,1.723,0,0,0,0,0.68295,0,0,0,0,0,0,0,0,0.11794,0,0.00449,0.02201,0,0,0.47402,9.45622,0.64252,0,0,0,0,0,0,0,0,0.03538,0,0,0,0.02876,0,0.12216,0,0,0,0,0,0,0,0.00253,0.09267,0.01011,0,0.17793,1.03201,0,0,0,0,0.36507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08706,0,0,0
IOS201338009501,Northern Vancouver Island Shelf,CPE2,-128.663,50.716,2,6,2013,23:43,Night,Bongo VNH,236,0.56,118,0,128,35.2,94,"8 EUTIN, 1 CLTGR, 30 PLUBA removed from frozen side ",2,24,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29545,0,0,0,0,0,3.88728,90.70399,0,0,0,0,0,0.94272,0,0,0,0.14318,1.04403,0,0,0,4.98182,11.875,0,0,0,0,0,0,0,0,0,0,0,0.02,2.625,0,0.03125,0,0.46591,32.84972,0,0,0,0,0,0,0,0,0,0,2.85455,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0.61818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40909,0.02395,4.20086,0
IOS201421011801,Northern Vancouver Island Shelf,CPE2,-128.663,50.721,4,6,2014,0:17,Night,Bongo VNH,236,0.56,100,0,122,24,117,added wire angle so start depth matched RBR depth. Thick with diatoms ,35,50,2.296,2.98667,0,0,0,23.36,0,0,0,0,0,0.2575,0,0.0325,1.99,0.36,0,0.09973,0,0.032,1.87147,46.03733,0.07333,0.49667,0,0,0.08292,1.89982,0.083,0,0,0.44625,0,0,0,0.22133,0.21333,5.45,1.49583,0,0,0,0,0,0.14933,0,0.27083,0.18,2.33333,0.19067,6.3,0,0,0,2.26038,52.60083,0,0,0,0,0,0,0,0,0,0,0.628,0,0.8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01387,0,0,0,0,0,0,0,0,0,0,0,0.00167,0,0.22917,0,0
IOS201520012801,Northern Vancouver Island Shelf,CPE2,-128.668,50.716,2,6,2015,4:57,Daylight,Bongo VNH,236,0.56,111,0,123,21.84,127,MIOCE-s3 removed from pickled side. Thick with phyto ,35,52,2.877,3.75091,0,0,0,12.54213,0,0,0,0,0,0,0,1.38901,0,0.44872,0.14652,0.38154,0,0.06506,1.68087,26.75282,0.04029,0.04029,0,0.01484,0,1.02381,0.0798,0,0,0.95934,1.68269,0,0,1.80514,0.46886,0.60897,9.27656,0,0,0,0,0,0,0.00824,0.40293,0.03297,0,0.17729,1.53846,0,0,0,0.86539,3.57143,0,0,0,0,0,0,0,0,0,0,0,0,0.39385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02227,0,0,18.46154,0.17802,0,0,0,0,0,0,0,0,0.16484,0.14423,0,0
IOS200908010401,Northern Vancouver Island Shelf,CS02,-129.464,50.688,1,6,2009,7:33,Daylight,Bongo VNH,236,0.56,250,0,1904,53.93,103, ,2,48,2.082,0.09494,0.05103,0.03115,0,0,0,0,0,0,0,0,0,0,0.42277,0,0,0.1043,0,0.00107,1.29873,4.74346,2.67672,1.22677,0,0,0,0,0,0,0,0.09345,0,0,0,0.00771,0.4201,0.94567,6.15316,0,0,0,1.91543,0,0,0,0.33006,0.26701,8.93009,0.00653,0.07788,0,0,0,0.09271,0.94103,0,0,0.19284,0,0,0,0,0,0,0,0,0,0.23924,0,0,0,0,0,0,0,0,0,0,0.56369,0.20174,0.45095,0,0,0,0.0076,0,0,0.06408,0,0,0,0,0,0,0,0.00148,0,0,0,0
IOS201338010501,Northern Vancouver Island Shelf,CS02,-129.467,50.688,3,6,2013,15:55,Daylight,Bongo VNH,236,0.56,250,0,1902,75.43,106,"Calm seas, sunny with partial clouds ",2,57,2.029,0,0.08188,0.00278,0.03182,0,0,0,0,0,0,0,0,0,0.22272,0.2784,0,0.05913,0,0,0.1156,0.7891,14.27231,14.60003,0,0,0,0,0,0,0,0,0,0,0,0.00573,0.09333,0.10829,0.29829,0.00764,0,0,0.16969,0.00265,0.01697,0.00933,0.68938,0.34363,3.56357,0,0,0,0,0,0.20151,0.55681,1.01816,0.12515,0,0,0.50908,0,0,0,0,0,0,0,0,0.0011,0,0,0.12727,0,0.21212,0.46666,0,0,0.78881,0,12.83733,0,0,0,0,0.17605,0,0,0,0,0,0,0,0,0,0,0,0.03446,0.04176,0,0.0464
IOS201421013101,Northern Vancouver Island Shelf,CS02,-129.467,50.688,4,6,2014,19:49,Daylight,Bongo VNH,236,0.56,300,0,1902,59.2,130,"Velella - added 1 vel--s3 to details. Humpies, 1 group of 5+ ",35,77,2.626,0.12973,0.01162,0,0,0.51352,0,0,0,0,0,0.22297,0,0,0.38514,0.62298,0,0.07766,0,0,0.15657,0.65293,0.70912,4.18648,0,0,0,0,0.01682,0,0,0,0,0,0,0.01892,0,0,2.93244,0,0,0,0.10811,0,0.00757,0.00595,0.45068,0.15811,0.66216,0,0.07095,0,0,0,0.57365,10.26166,0,0.03986,0,0,0.36378,0,0,0,0,0,0.25459,0,0.04086,0,0.00574,0,0,0,0,0,0,0,0,0,0.11486,0,0,0,0.00157,0.06108,0,0.00541,0,0,0.01081,0.00541,0,0,0,0,0,0.09122,0.12911,0,0.1348
IOS201520014101,Northern Vancouver Island Shelf,CS02,-129.47,50.687,2,6,2015,23:09,Daylight,Bongo VNH,236,0.56,246,0,1902,47.16,140,Chito station ,35,79,2.461,0.50348,0.02918,0.06785,0,0.08142,0,0,0,0,0,0,0,0,0.42782,0.83121,0,0.24562,0,0,0.53411,5.52365,0.80411,0.91773,0,0,0,0.11874,0.19168,0,0,0,0.83424,0,0,0.07261,0,0.76031,7.3067,0,0,0,0.20356,0,0,0,1.37744,0.1374,0.47498,0.01493,0.08906,0,0,0,0,5.73707,0,0.10008,1.32316,0.43257,0,0.26658,0,0.00424,0,0,0,0.07422,0.16855,0,0,0,0.09118,0,0,0,0,0,0,0,0.17303,0,0.15522,0,0.14453,0.07939,0,0.01357,0,0,0.02714,0,0,0,0,0,0,0.05895,0,0.33927,0
IOS200625007402,Northern Vancouver Island Shelf,CS03,-129.325,50.754,25,8,2006,8:28,Daylight,BIONESS,236,0.25,250,250,300,102,, ,1,47,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08235,0,0,0.02031,0,0,0.05921,3.14542,0.08156,0.4902,0,0,0,0,0.18471,0,0,0,0,0,0,0.00714,0,0.24995,130.00699,0,0,0,0.07843,0,0,0.0069,0.18431,0.21882,1.70196,0.0069,2.01765,0,0,0.07843,1.78824,0.12627,0,0.02314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05961,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS200625007403,Northern Vancouver Island Shelf,CS03,-129.325,50.754,25,8,2006,8:38,Daylight,BIONESS,236,0.25,200,100,300,84.2,, ,1,39,2.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5104,0.23278,0,0.01788,0,0,0.15572,1.24111,0.05225,0.33016,0,0,0,0,0,0,0,0.02993,0,0,0,0.0154,0,3.60671,35.39262,0,0,0,0,0,0,0,0.61758,0.26508,0.33254,0.00836,2.3943,0,0,0.04751,0.09026,0.61758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0.16627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS200625007404,Northern Vancouver Island Shelf,CS03,-129.325,50.754,25,8,2006,8:45,Daylight,BIONESS,236,0.25,100,100,300,84,,hold at 100 ,1,36,2.534,0,0,0,0.02857,0,0.00008,0,0,0,0,0,0,0,0.45181,0.62286,0,0.04135,0,0,0.05898,0.63371,0.03619,0.38,0,0,0,0,0,0,0,0,0,0,0,0.03124,0,0.50487,18.46866,0,0,0,0.0381,0,0,0.02095,0.66381,0.15429,0.2,0.00419,1.25,0,0,0,0.09048,0,0,0,0.0619,0,0,0,0,0,0,0,0,0.17143,0,0,0,0,0,0,0,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOS200625007405,Northern Vancouver Island Shelf,CS03,-129.345,50.742,25,8,2006,8:51,Daylight,BIONESS,236,0.25,100,0,300,45.6,, ,1,27,1.555,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0.03702,0,0,0.10294,0,0.00168,0.69339,2.86106,0.00965,0.10395,0,0,0,0,0.10329,0,0,0,0,0,0,0.02632,0,0.54124,0.84713,0,0,0,0,0,0,0,0,0,0,0.18526,0.78289,0,0,0,0.08333,2.88158,0,0,0,0,0.05123,0,0,0,0,0,0,0,0.01179,0,0,0,0,0,0,0,0,0,0.15351,0,0.1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03947,0,0,0
IOS200908010501,Northern Vancouver Island Shelf,CS03,-129.332,50.76,1,6,2009,8:41,Daylight,Bongo VNH,236,0.56,230,0,235,54,106, ,2,40,2.248,18.18074,0,0,0.5037,5.76889,0,0,0,0,0,0,0,0,0.43615,0,0,0.19448,0,0.01138,4.11713,5.94559,3.16881,1.32741,0,0,0,0,0.03689,0,0,0.09333,6.19407,0,0,0.46763,1.64763,0.53333,8.93718,0,0,0,0,0,0,0,0.96296,0.24,7.05185,0,1.55556,0,0,0,0.75832,11.13704,0,0,0,0,0,0,0,0,0,0,0,0,0.07342,0,0,0,0,0,0,0,0,0,0.51852,0,0,0,0,0,0,0,0,0.30593,0.128,0,0,0,0,0,0,0,0,1.06667,2.33333,0,0
PBS201230000401,Northern Vancouver Island Shelf,CS03,-129.335,50.759,23,8,2012,1:20,Night,Bongo VNH,253,0.58,225,0,240,72.18,3, ,2,30,2.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37252,0,0,0.0162,0,0,0.37087,3.38737,0.06317,0.16902,0,0,0,0.00305,0,0,0,0,0,0,0,0.01064,0.06074,0.9511,1.53435,0,0,0,0,0,0,0,0.09005,0.34913,0.31034,0.07803,3.95677,0,0,0,0.24383,2.21502,0,0,0,0,0,0,0,0,0,0,0.13921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01168,0,0
IOS201338010701,Northern Vancouver Island Shelf,CS03,-129.335,50.763,3,6,2013,18:38,Daylight,Bongo VNH,236,0.56,223,0,237,59.7,108,"10.000 dial on tsk looks broken. Bottom of point missing, so spinning on pin ",2,29,1.598,0.02358,0,0,0.05695,0.00754,0,0,0,0,0,0,0,0,0.76382,0,0,0.11578,0,0,0.66734,34.67462,3.19013,5.05996,0,0,0,0.00151,0,0,0,0,0.61558,0,0,0.03377,0,0.04355,1.43517,0,0,0,0,0,0,0,0,0.39799,3.56449,0,0.77387,0,0,0,0.0268,0.03853,0,0,0.69682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23451,0,0.11725,0,0.63786,0,0,0,0,0.02466,0,0,0.02894,0,0,0,0,0,0,0,0,0.00921,0,0,0
IOS201520014301,Northern Vancouver Island Shelf,CS03,-129.332,50.761,3,6,2015,0:30,Night,Bongo VNH,236,0.56,225,0,235,42.65,142,2 SOL--s3 removed from pickled side ,35,57,2.685,0,0,0,1.2755,0,0,0,0,0,0,1.23798,0,0,2.13834,0,0,0.11164,0,0,0.34049,15.01113,0.83971,2.4272,0,0,0,1.08483,0.28839,0,0.15006,0,0.86166,0,0,0.02401,0,4.40798,205.94271,0,0,0,0.07503,0,0,0.06753,0.7653,0.13505,4.72685,0,0,0,0,0,4.27667,51.36695,0,0,1.95076,0,0.05477,0.50532,0,0,0,0,0,1.94476,0,0,0,0,0.22743,0,0,0,0.32825,0,0,0,0.06377,0,0,0,0,0.05627,0,0,0,0,0,0,0,0,0,0,0.00422,0,0,0.1313,0
IOS200908010901,Northern Vancouver Island Shelf,CS04,-129.217,50.82,1,6,2009,10:29,Daylight,Bongo VNH,236,0.56,80,0,93,24.48,108, ,2,37,2.171,15.86405,0,0,0,1.15033,0,0,0,0,0,0,0,0,0,0.13399,0,0.33151,0,0.03921,8.66666,16.03922,0.08374,0.26143,0,0,0,0,0.02034,0,0,0.07794,13.51103,0,0,0.4732,4.81046,0.58824,0.61111,0,0,0,0,0,0,0.0386,0.26552,0.02941,0.91503,0.02157,0.42892,0,0,0,0.4085,2.83088,0,0,0.0241,0,0,0,0,0,0,0,0,0,0.08784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03268,0.16765,0,0,0,0,0,0,0,0.00123,0.07353,0,0,0
