SiteName,Region,Latitude,Longitude
Camp Byng,Greater Vancouver,49.40855091,-123.5866106
Henderson Beach,Greater Vancouver,49.43263586,-123.6771727
Henderson Beach,Greater Vancouver,49.43263586,-123.6771727
Louscoone Inlet - Gwaii Haanas National Park Reserve,North Coast,52.18298435,-131.235466
Telegraph Cove Shoreline,Vancouver Island,48.463773,-123.27948
Arbutus Cove Beach/Park,Vancouver Island,48.478014,-123.302913
Mount Douglas Park/Beach,Vancouver Island,48.500745,-123.339684
Cordova Bay Beach/Park (South),Vancouver Island,48.513644,-123.36298
Gorge Park,Vancouver Island,48.45042,-123.4129
Elk-Beaver Lake Regional Park,Vancouver Island,48.5375,-123.4077
Colquitz Creek at Tillicum Park,Vancouver Island,48.45721347,-123.4014416
Arbutus Cove Beach/Park,Vancouver Island,48.478014,-123.302913
Gorge Waterway at Craigflower Park,Vancouver Island,48.452257,-123.421817
Arbutus Cove Beach/Park,Vancouver Island,48.478014,-123.302913
Gorge Waterway at Craigflower Park,Vancouver Island,48.452257,-123.421817
Swan Lake,Vancouver Island,48.463621,-123.374226
Colquitz Creek,Vancouver Island,48.505169,-123.3966
Mount Douglas Park/Beach,Vancouver Island,48.500745,-123.339684
Elk-Beaver Lake Regional Park,Vancouver Island,48.5375,-123.4077
Deep Cove public beach access at Downey Road,Vancouver Island,48.6792307,-123.4770584
Cordova Bay Beach/Park (South),Vancouver Island,48.513644,-123.36298
Cordova Bay Beach/Park (South),Vancouver Island,48.513644,-123.36298
Margaret Bay,Vancouver Island,48.49503,-123.310335
Mount Douglas Park/Beach,Vancouver Island,48.500745,-123.339684
Elk-Beaver Lake Regional Park,Vancouver Island,48.5375,-123.4077
Mount Douglas Park/Beach,Vancouver Island,48.500745,-123.339684
Margaret Bay,Vancouver Island,48.49503,-123.310335
Telegraph Cove Shoreline,Vancouver Island,48.463773,-123.27948
Mount Douglas Park/Beach,Vancouver Island,48.500745,-123.339684
Elk-Beaver Lake Regional Park,Vancouver Island,48.5375,-123.4077
Mount Douglas Park/Beach,Vancouver Island,48.500745,-123.339684
Fernwood,Vancouver Island,48.91527985,-123.5332775
Ganges Harbour,Vancouver Island,48.854239,-123.49857
Beddis Beach,Vancouver Island,48.809967,-123.425336
Ganges Harbour,Vancouver Island,48.854239,-123.49857
Drummond Park Beach,Vancouver Island,48.763221,-123.440195
Fulford Harbour,Vancouver Island,48.768707,-123.449585
Ganges Harbour,Vancouver Island,48.854239,-123.49857
Bessborough Bay - Forward Harbour,Vancouver Island,50.49142586,-125.7702398
Pebble Beach,Greater Vancouver,49.4699,-123.76
Jedediah Island,Greater Vancouver,49.48811671,-124.1914272
Wilson Creek to Chapman Creek,Greater Vancouver,49.4375,-123.7188
Lily Creek and Estuary,Greater Vancouver,49.61588198,-124.0251303
West Sechelt Beach,Greater Vancouver,49.4679,-123.8038
French Beach at French Beach Provincial Park,Vancouver Island,48.390798,-123.94448
Blue Heron Basin,Vancouver Island,48.67226,-123.41674
Sidney Island Spit,Vancouver Island,48.64901559,-123.3366394
Patricia Bay from Tsawout Reserve to Picnic Area,Vancouver Island,48.65328252,-123.4455371
Coles Bay at Coles Bay Regional Park,Vancouver Island,48.63063,-123.4671
Sidney Island (Gulf Islands National Park Reserve),Vancouver Island,48.62269726,-123.3187866
Roberts Bay,Vancouver Island,48.660427,-123.401675
Tulista Park and Boulevard,Vancouver Island,48.642877,-123.399534
Lochside Drive between Mctavish and Weiler ave.,Vancouver Island,48.635458,-123.405229
Blue Heron Basin,Vancouver Island,48.67226,-123.41674
Tulista Park and Boulevard,Vancouver Island,48.642877,-123.399534
TIXEN - Cordova Spit,Vancouver Island,48.59803973,-123.3715296
Patricia Bay from Tsawout Reserve to Picnic Area,Vancouver Island,48.65328252,-123.4455371
Sidney Island Spit,Vancouver Island,48.64901559,-123.3366394
Lochside Drive between Mctavish and Weiler ave.,Vancouver Island,48.635458,-123.405229
Tulista Park and Boulevard,Vancouver Island,48.642877,-123.399534
Sidney Island (Gulf Islands National Park Reserve),Vancouver Island,48.62269726,-123.3187866
DArcy Island,Vancouver Island,48.562976,-123.2755279
TIXEN - Cordova Spit,Vancouver Island,48.59803973,-123.3715296
Coles Bay at Coles Bay Regional Park,Vancouver Island,48.63063,-123.4671
Lochside Drive between Mctavish and Weiler ave.,Vancouver Island,48.635458,-123.405229
Blue Heron Basin,Vancouver Island,48.67226,-123.41674
Patricia Bay from Tsawout Reserve to Picnic Area,Vancouver Island,48.65328252,-123.4455371
Sidney Island Spit,Vancouver Island,48.64901559,-123.3366394
Sidney Island (Gulf Islands National Park Reserve),Vancouver Island,48.62269726,-123.3187866
Tumbo Island,Vancouver Island,48.7917682,-123.0663586
Tulista Park and Boulevard,Vancouver Island,48.642877,-123.399534
Blue Heron Basin,Vancouver Island,48.67226,-123.41674
Patricia Bay from Tsawout Reserve to Picnic Area,Vancouver Island,48.65328252,-123.4455371
Sidney Island Spit,Vancouver Island,48.64901559,-123.3366394
Lochside Drive between Mctavish and Weiler ave.,Vancouver Island,48.635458,-123.405229
Blue Heron Basin,Vancouver Island,48.67226,-123.41674
Tulista Park and Boulevard,Vancouver Island,48.642877,-123.399534
Lochside Drive between Mctavish and Weiler ave.,Vancouver Island,48.635458,-123.405229
Tulista Park and Boulevard,Vancouver Island,48.642877,-123.399534
Kaleva Malcolm Island,Vancouver Island,50.62670654,-126.9956017
Whiffin Spit - West,Vancouver Island,48.359837,-123.716472
Gordon's Beach,Vancouver Island,48.36936522,-123.8343287
Billings Spit,Vancouver Island,48.377471,-123.691775
Ella Beach,Vancouver Island,48.368486,-123.759953
Whiffin Spit - West,Vancouver Island,48.359837,-123.716472
Sooke Community Pier beach,Vancouver Island,48.3725297,-123.7239504
Whiffin Spit - East,Vancouver Island,48.35884402,-123.7135649
Whiffin Spit - West,Vancouver Island,48.359837,-123.716472
Whiffin Spit - East,Vancouver Island,48.35884402,-123.7135649
Whiffin Spit - West,Vancouver Island,48.359837,-123.716472
Ella Beach,Vancouver Island,48.368486,-123.759953
Whiffin Spit - West,Vancouver Island,48.359837,-123.716472
Whiffin Spit - West,Vancouver Island,48.359837,-123.716472
Whiffin Spit - East,Vancouver Island,48.35884402,-123.7135649
Muir Creek,Vancouver Island,48.38239252,-123.8644552
Young Lake,Vancouver Island,48.40664235,-123.7627029
Squamish Estuary - Spit and Oceanfront Lands,Greater Vancouver,49.69617286,-123.1699562
Darrell Bay,Greater Vancouver,49.67023867,-123.1672955
Porteau Cove Prov. Park,Greater Vancouver,49.55823897,-123.2353914
Brohm Lake,Greater Vancouver,49.8200159,-123.1336069
Porteau Cove Beach,Greater Vancouver,49.55781792,-123.2362604
Porteau Cove Prov. Park,Greater Vancouver,49.55823897,-123.2353914
Britannia Beach - Minaty Bay,Greater Vancouver,49.6198,-123.2063
Porteau Cove Beach,Greater Vancouver,49.55781792,-123.2362604
Mamquam River,Greater Vancouver,49.73318978,-123.1463099
Squamish Estuary - Spit and Oceanfront Lands,Greater Vancouver,49.69617286,-123.1699562
Anvil Island,Greater Vancouver,49.52559834,-123.28969
Porteau Cove Beach,Greater Vancouver,49.55781792,-123.2362604
Squamish Estuary - Spit and Oceanfront Lands,Greater Vancouver,49.69617286,-123.1699562
Darrell Bay,Greater Vancouver,49.67023867,-123.1672955
Mamquam River,Greater Vancouver,49.73318978,-123.1463099
Darrell Bay - Event 2,Greater Vancouver,49.66973873,-123.1682825
Britannia Beach - Minaty Bay,Greater Vancouver,49.6198,-123.2063
Squamish Estuary - Spit and Oceanfront Lands,Greater Vancouver,49.69617286,-123.1699562
Darrell Bay,Greater Vancouver,49.67023867,-123.1672955
Judd Beach,Greater Vancouver,49.76782248,-123.156867
The Nature Trust of BC's Squamish Estuary,Greater Vancouver,49.69831028,-123.1625319
The Nature Trust of BC's Squamish Estuary - Event 2,Greater Vancouver,49.69886544,-123.1622314
Cougar Creek at 71st ave,Greater Vancouver,49.128615,-122.88909
Mud Bay Park,Greater Vancouver,49.089442,-122.866719
Bear Creek Park,Greater Vancouver,49.161546,-122.844722
Serpentine River at Serpentine Wildlife Area,Greater Vancouver,49.087908,-122.831628
Serpentine River in Tynehead Park,Greater Vancouver,49.177678,-122.76162
Brownsville Bar Park,Greater Vancouver,49.204398,-122.892093
Blackie Spit Park,Greater Vancouver,49.056547,-122.878116
Crescent Beach North,Greater Vancouver,49.057578,-122.887057
Mouth of the Serpentine River,Greater Vancouver,49.084958,-122.85046
Historic Stewart Farmhouse,Greater Vancouver,49.06610605,-122.842083
Fleetwood Creek in Fleetwood Park,Greater Vancouver,49.147473,-122.782235
Boundary Bay - Semiahmoo Bay Hiking Shoreline,Greater Vancouver,49.01676328,-122.7919579
Sullivan Park,Greater Vancouver,49.117637,-122.799366
Hawthorne Park,Greater Vancouver,49.194884,-122.826068
Sullivan Creek at 64ave and 144st,Greater Vancouver,49.11525942,-122.8223848
Tom Hopkins Ravine Park,Greater Vancouver,49.17929084,-122.8946114
Crescent Beach South,Greater Vancouver,49.05216,-122.885573
Robson Park,Greater Vancouver,49.184417,-122.873864
Crescent Rock - West Beach,Greater Vancouver,49.03989352,-122.8819084
King Creek,Greater Vancouver,49.162287,-122.8347873
Serpentine River - Bothwell Park,Greater Vancouver,49.173236,-122.758092
Sullivan Heights Park,Greater Vancouver,49.11767508,-122.8175783
Surrey Lake,Greater Vancouver,49.139341,-122.79986
Barnston Island,Greater Vancouver,49.192524,-122.723364
Serpentine River - Bothwell Park,Greater Vancouver,49.173236,-122.758092
Lionel Courchene Park,Greater Vancouver,49.182429,-122.795135
Serpentine River at Serpentine Wildlife Area,Greater Vancouver,49.087908,-122.831628
Crescent Beach South,Greater Vancouver,49.05216,-122.885573
Crescent Beach North,Greater Vancouver,49.057578,-122.887057
Bear Creek at 140th st,Greater Vancouver,49.14976,-122.83483
Sullivan Park,Greater Vancouver,49.117637,-122.799366
Surrey Lake,Greater Vancouver,49.139341,-122.79986
Blackie Spit Park,Greater Vancouver,49.056547,-122.878116
Crescent Beach North,Greater Vancouver,49.057578,-122.887057
Mouth of the Serpentine River,Greater Vancouver,49.084958,-122.85046
Brownsville Bar Park,Greater Vancouver,49.204398,-122.892093
Pond near Greenside Townhouses,Greater Vancouver,49.11127051,-122.6911926
Boundary Bay - Semiahmoo Bay Hiking Shoreline,Greater Vancouver,49.01676328,-122.7919579
Serpentine River at Serpentine Wildlife Area,Greater Vancouver,49.087908,-122.831628
Hawthorne Park,Greater Vancouver,49.194884,-122.826068
Crescent Beach South,Greater Vancouver,49.05216,-122.885573
Serpentine River in Tynehead Park,Greater Vancouver,49.177678,-122.76162
Sullivan Park,Greater Vancouver,49.117637,-122.799366
Guildford Heights Park,Greater Vancouver,49.190482,-122.793344
Latimer Park,Greater Vancouver,49.0504702,-122.6879311
Cougar Creek Park,Greater Vancouver,49.12910575,-122.8868866
Sullivan Creek at 64ave and 144st,Greater Vancouver,49.11525942,-122.8223848
Serpentine Greenway,Greater Vancouver,49.1299482,-122.8756857
Green Timbers Urban Forest,Greater Vancouver,49.180584,-122.820836
Blackie Spit Park,Greater Vancouver,49.056547,-122.878116
Crescent Beach North,Greater Vancouver,49.057578,-122.887057
Sullivan Park,Greater Vancouver,49.117637,-122.799366
Bog Park,Greater Vancouver,49.17965554,-122.8609657
Serpentine River in Tynehead Park,Greater Vancouver,49.177678,-122.76162
Hawthorne Park,Greater Vancouver,49.194884,-122.826068
Boundary Bay - Semiahmoo Bay Hiking Shoreline,Greater Vancouver,49.01676328,-122.7919579
Mouth of the Serpentine River,Greater Vancouver,49.084958,-122.85046
Serpentine Greenway,Greater Vancouver,49.1299482,-122.8756857
Sullivan Creek at 64ave and 144st,Greater Vancouver,49.11525942,-122.8223848
Pond near Greenside Townhouses,Greater Vancouver,49.11127051,-122.6911926
Sullivan Heights Park,Greater Vancouver,49.11767508,-122.8175783
Big Bend on Parson Channel (Fraser River),Greater Vancouver,49.18394,-122.717938
Serpentine River at Serpentine Wildlife Area,Greater Vancouver,49.087908,-122.831628
Nicomekl Riverbank,Greater Vancouver,49.06604981,-122.8521252
Mud Bay Park at 48th ave,Greater Vancouver,49.08808915,-122.8601074
Blackie Spit Park,Greater Vancouver,49.056547,-122.878116
Crescent Beach North,Greater Vancouver,49.057578,-122.887057
Green Timbers Urban Forest,Greater Vancouver,49.180584,-122.820836
Sullivan Creek at 64ave and 144st,Greater Vancouver,49.11525942,-122.8223848
Serpentine River in Tynehead Park,Greater Vancouver,49.177678,-122.76162
Lionel Courchene Park,Greater Vancouver,49.182429,-122.795135
Guildford Heights Park,Greater Vancouver,49.190482,-122.793344
Boundary Bay - Semiahmoo Bay Hiking Shoreline,Greater Vancouver,49.01676328,-122.7919579
Nicomekl Riverbank,Greater Vancouver,49.06604981,-122.8521252
Nicomekl Riverbank - Event 2,Greater Vancouver,49.06531875,-122.8526402
Crescent Beach South,Greater Vancouver,49.05216,-122.885573
Crescent Rock - West Beach,Greater Vancouver,49.03989352,-122.8819084
Kwomais Point Park,Greater Vancouver,49.02717603,-122.8703642
1001 Steps and Trail,Greater Vancouver,49.03069336,-122.8736258
Serpentine Greenway,Greater Vancouver,49.1299482,-122.8756857
Hawthorne Park,Greater Vancouver,49.194884,-122.826068
Brownsville Bar Park,Greater Vancouver,49.204398,-122.892093
Bear Creek Park,Greater Vancouver,49.161546,-122.844722
Crescent Beach North,Greater Vancouver,49.057578,-122.887057
Blackie Spit Park,Greater Vancouver,49.056547,-122.878116
Crescent Beach South,Greater Vancouver,49.05216,-122.885573
Serpentine Greenway,Greater Vancouver,49.1299482,-122.8756857
1001 Steps and Trail,Greater Vancouver,49.03069336,-122.8736258
Mouth of the Serpentine River,Greater Vancouver,49.084958,-122.85046
Crescent Rock - West Beach,Greater Vancouver,49.03989352,-122.8819084
Boundary Bay - Semiahmoo Bay Hiking Shoreline,Greater Vancouver,49.01676328,-122.7919579
Nicomekl Riverbank - Event 2,Greater Vancouver,49.06531875,-122.8526402
Serpentine River at Serpentine Wildlife Area,Greater Vancouver,49.087908,-122.831628
Nature Trust of BC's Mud Bay,Greater Vancouver,49.06711827,-122.8604507
Nature Trust of BC's Mud Bay - Event 2,Greater Vancouver,49.06641534,-122.8608799
Nicomekl Riverbank,Greater Vancouver,49.06604981,-122.8521252
Serpentine Greenway,Greater Vancouver,49.1299482,-122.8756857
Kwomais Point Park,Greater Vancouver,49.02717603,-122.8703642
Crescent Beach North,Greater Vancouver,49.057578,-122.887057
Crescent Beach South,Greater Vancouver,49.05216,-122.885573
Green Timbers Urban Forest,Greater Vancouver,49.180584,-122.820836
Cougar Creek at 71st ave,Greater Vancouver,49.128615,-122.88909
Buccaneer Bay Provincial Marine Park,Greater Vancouver,49.4946,-123.9914
Cox Bay,Vancouver Island,49.1057,-125.874
Ahous Bay in Vargas Island Provincial Park,Vancouver Island,49.1766,-126.0082
Cox Bay,Vancouver Island,49.1057,-125.874
Cox Bay - Event 2,Vancouver Island,49.10444367,-125.8732796
Cox Bay,Vancouver Island,49.1057,-125.874
Boundary Bay at 4th Ave,Greater Vancouver,49.0099516,-123.0367899
Boundary Bay at 4th Ave,Greater Vancouver,49.0099516,-123.0367899
Boundary Bay at 4th Ave,Greater Vancouver,49.0099516,-123.0367899
Broken Group Islands,Vancouver Island,48.867684,-125.358421
Ucluelet Harbour North,Vancouver Island,48.94691344,-125.5492258
Florencia Bay,Vancouver Island,48.99373492,-125.6303787
Broken Group Islands,Vancouver Island,48.867684,-125.358421
Long Beach - Pacific Rim National Park,Vancouver Island,49.06992989,-125.7574081
Florencia Bay,Vancouver Island,48.99373492,-125.6303787
Schooner Cove,Vancouver Island,49.06990178,-125.8077478
Florencia Bay,Vancouver Island,48.99373492,-125.6303787
Wickanninnish Beach,Vancouver Island,49.01591891,-125.6746674
Combers Beach,Vancouver Island,49.04169397,-125.7026911
Wickanninnish Beach - Event 2,Vancouver Island,49.01403309,-125.6746244
Long Beach - Pacific Rim National Park,Vancouver Island,49.06992989,-125.7574081
Schooner Cove,Vancouver Island,49.06990178,-125.8077478
Baynes Sound,Vancouver Island,49.522717,-124.842177
Baynes Sound,Vancouver Island,49.522717,-124.842177
Baynes Sound,Vancouver Island,49.522717,-124.842177
Lost Lagoon,Greater Vancouver,49.295549,-123.141103
English Bay Beach From Bidwell to Bute St.,Greater Vancouver,49.281636,-123.14131
Stanley Park Second Beach between Lagoon Drive and Park Lane,Greater Vancouver,49.29176956,-123.1486166
Stanley Park - Third Beach,Greater Vancouver,49.303196,-123.156703
Point Grey Shoreline From Kits Pool to Balaclava Street,Greater Vancouver,49.27224287,-123.1693983
Granville Island Bridge and Ponds,Greater Vancouver,49.269635,-123.135781
False Creek (North-Central),Greater Vancouver,49.270628,-123.125601
False Creek at Plaza of Nations,Greater Vancouver,49.27584434,-123.1077397
Renfrew Ravine Park,Greater Vancouver,49.248593,-123.043876
False Creek at Science World,Greater Vancouver,49.275316,-123.103402
New Brighton Park - East,Greater Vancouver,49.29025809,-123.0353737
Sunset Beach - Vancouver Aquatic Centre,Greater Vancouver,49.276449,-123.136278
Habitat Island and Creekside,Greater Vancouver,49.27250888,-123.1105614
Park next to Transit Depot,Greater Vancouver,49.20038259,-123.1363535
Brockton Point,Greater Vancouver,49.300795,-123.117063
Stanley Park Brockton Point to Girl in a Wetsuit Statue,Greater Vancouver,49.301138,-123.1243586
Coal Harbour,Greater Vancouver,49.297823,-123.130406
Coopers Park,Greater Vancouver,49.27316689,-123.1135011
Locarno Beach West,Greater Vancouver,49.27508487,-123.2102966
Trout Lake in John Hendry Park (North Side),Greater Vancouver,49.257274,-123.0624103
Tower Beach Trail 3,Greater Vancouver,49.273971,-123.2569241
Vanier Park,Greater Vancouver,49.27712877,-123.1405163
Stanley Park - Brockton Point to Royal Vancouver Yacht Club,Greater Vancouver,49.297836,-123.121865
Canada Place Waterfront,Greater Vancouver,49.28801879,-123.1152821
Acadia Beach West Side,Greater Vancouver,49.279528,-123.243164
Jericho Beach Park and Ponds,Greater Vancouver,49.27150085,-123.1993532
Acadia Beach Doggie Park and Beach,Greater Vancouver,49.279732,-123.2411742
Fraser River Park,Greater Vancouver,49.20719622,-123.1511164
Fraser River Kerr Street,Greater Vancouver,49.205443,-123.0445146
"Fraser River, North Arm at Elliott Street",Greater Vancouver,49.205841,-123.062513
Spanish Banks Center,Greater Vancouver,49.276682,-123.219919
Locarno Beach East,Greater Vancouver,49.27572885,-123.2037735
False Creek at Charleson Park,Greater Vancouver,49.267696,-123.125327
Fraser River Foreshore Riverfront Path,Greater Vancouver,49.22118504,-123.1914139
Deering Island Gazebo,Greater Vancouver,49.218494,-123.1861996
Stanley Park Girl in a Wetsuit Statue to Lumberman's Arch,Greater Vancouver,49.303537,-123.1308281
Jericho Beach East,Greater Vancouver,49.27217287,-123.1914568
Jericho Beach Ponds ONLY,Greater Vancouver,49.270554,-123.194275
Jericho Beach West,Greater Vancouver,49.275488,-123.200413
Kitsilano Beach Park,Greater Vancouver,49.276359,-123.152833
Wreck Beach at Trail 6,Greater Vancouver,49.26156,-123.26154
Everett Crowley Park,Greater Vancouver,49.211978,-123.033514
Stanley Park - Lumberman's Arch to Lions Gate,Greater Vancouver,49.307134,-123.135667
Beaver Lake and Creek,Greater Vancouver,49.305237,-123.1386709
Vanier Park,Greater Vancouver,49.278517,-123.1428
Spanish Banks East,Greater Vancouver,49.276099,-123.21285
Queen Elizabeth Park & Ponds,Greater Vancouver,49.242439,-123.114875
Fraser River Park West,Greater Vancouver,49.21089705,-123.1552792
Stanley Park - Second Beach,Greater Vancouver,49.293936,-123.150021
Point Grey Beach,Greater Vancouver,49.279084,-123.232666
False Creek from Spruce St to Granville St (South Side),Greater Vancouver,49.2673565,-123.1316757
Burrard Inlet at Portside Park,Greater Vancouver,49.284992,-123.102375
Trout Lake in John Hendry Park (South Side),Greater Vancouver,49.254416,-123.061967
Langara,Greater Vancouver,49.2245485,-123.1115913
TransCanada Trail from Willingdon Ave to Ironworkers Memorial Bridge,Greater Vancouver,49.292217,-123.026276
Spanish Banks Beach Park to West Concession,Greater Vancouver,49.278447,-123.235133
Trafalger St Coastline,Greater Vancouver,49.27354489,-123.164978
English Bay Beach Park Lane to Bidwell St,Greater Vancouver,49.288453,-123.143671
Oxford Park,Greater Vancouver,49.28695509,-123.0624962
False Creek - Stand Up Paddleboard (on water),Greater Vancouver,49.27656881,-123.1397867
Industrial Park - Barnard St & 75 Ave W,Greater Vancouver,49.204792,-123.146716
Kerrisdale Station and Boulevard,Greater Vancouver,49.23107856,-123.1581974
Devonian Harbour Park,Greater Vancouver,49.294501,-123.13378
Locarno Beach East,Greater Vancouver,49.27572885,-123.2037735
Point Grey Shoreline From Kits Pool to Balaclava Street,Greater Vancouver,49.27224287,-123.1693983
False Creek at Charleson Park,Greater Vancouver,49.267696,-123.125327
Granville Island Bridge and Ponds,Greater Vancouver,49.269635,-123.135781
Lost Lagoon,Greater Vancouver,49.295549,-123.141103
Jericho Beach West,Greater Vancouver,49.275488,-123.200413
Coal Harbour,Greater Vancouver,49.297823,-123.130406
Deadman's Island Seawall,Greater Vancouver,49.29787093,-123.1245947
Stanley Park - Brockton Point to Royal Vancouver Yacht Club,Greater Vancouver,49.297836,-123.121865
Kitsilano Beach Park,Greater Vancouver,49.276359,-123.152833
Burrard Inlet at Portside Park,Greater Vancouver,49.284992,-123.102375
Acadia Beach West Side,Greater Vancouver,49.279528,-123.243164
False Creek at Science World,Greater Vancouver,49.275316,-123.103402
English Bay Beach Park Lane to Bidwell St,Greater Vancouver,49.288453,-123.143671
Stanley Park - Third Beach,Greater Vancouver,49.303196,-123.156703
Vanier Park,Greater Vancouver,49.278517,-123.1428
Habitat Island and Creekside,Greater Vancouver,49.27250888,-123.1105614
Stanley Park Second Beach between Lagoon Drive and Park Lane,Greater Vancouver,49.29176956,-123.1486166
West of Cambie Bridge to Charleson Park,Greater Vancouver,49.268716,-123.1177711
Spring cleanup only - Spanish Banks East 2,Greater Vancouver,49.27609283,-123.213644
Vanier Park,Greater Vancouver,49.27712877,-123.1405163
New Brighton Park - East,Greater Vancouver,49.29025809,-123.0353737
Park next to Transit Depot,Greater Vancouver,49.20038259,-123.1363535
Devonian Harbour Park,Greater Vancouver,49.294501,-123.13378
Coopers Park,Greater Vancouver,49.27316689,-123.1135011
Brockton Point,Greater Vancouver,49.300795,-123.117063
Stanley Park - Lumberman's Arch to Lions Gate,Greater Vancouver,49.307134,-123.135667
Jericho Beach Park and Ponds,Greater Vancouver,49.27150085,-123.1993532
Acadia Beach Doggie Park and Beach,Greater Vancouver,49.279732,-123.2411742
Spanish Banks Beach Park to West Concession,Greater Vancouver,49.278447,-123.235133
Point Grey Road Shoreline - between Balaclava Stairs and Dunbar,Greater Vancouver,49.27260688,-123.1810927
Jericho Beach East,Greater Vancouver,49.27217287,-123.1914568
Jericho Beach (Central),Greater Vancouver,49.27469288,-123.1978512
Canada Place Waterfront,Greater Vancouver,49.28801879,-123.1152821
Beaver Lake and Creek,Greater Vancouver,49.305237,-123.1386709
Trout Lake in John Hendry Park (South Side),Greater Vancouver,49.254416,-123.061967
Point Grey Beach,Greater Vancouver,49.279084,-123.232666
Acadia Beach Doggie Park and Beach,Greater Vancouver,49.279732,-123.2411742
Lost Lagoon,Greater Vancouver,49.295549,-123.141103
Point Grey Road Shoreline - between Balaclava Stairs and Dunbar,Greater Vancouver,49.27260688,-123.1810927
Jericho Beach East,Greater Vancouver,49.27217287,-123.1914568
Tower Beach Trail 3,Greater Vancouver,49.273971,-123.2569241
Coal Harbour Seawall between Cardero and Burrard,Greater Vancouver,49.29062197,-123.1272125
English Bay Beach From Bidwell to Bute St.,Greater Vancouver,49.281636,-123.14131
Habitat Island and Creekside,Greater Vancouver,49.27250888,-123.1105614
Coal Harbour,Greater Vancouver,49.297823,-123.130406
Renfrew Ravine Park,Greater Vancouver,49.248593,-123.043876
False Creek at Plaza of Nations,Greater Vancouver,49.27584434,-123.1077397
New Brighton Park - West,Greater Vancouver,49.29174157,-123.0398369
New Brighton Park - East,Greater Vancouver,49.29025809,-123.0353737
False Creek at Charleson Park,Greater Vancouver,49.267696,-123.125327
Wreck Beach at Trail 6,Greater Vancouver,49.26156,-123.26154
TransCanada Trail from Willingdon Ave to Ironworkers Memorial Bridge,Greater Vancouver,49.292217,-123.026276
Locarno Beach West,Greater Vancouver,49.27508487,-123.2102966
Queen Elizabeth Park & Ponds,Greater Vancouver,49.242439,-123.114875
Trout Lake in John Hendry Park (North Side) - Event 2,Greater Vancouver,49.25724617,-123.0614662
Jericho Beach Park and Ponds,Greater Vancouver,49.27150085,-123.1993532
English Bay Beach Park Lane to Bidwell St,Greater Vancouver,49.288453,-123.143671
Stanley Park - Brockton Point to Royal Vancouver Yacht Club,Greater Vancouver,49.297836,-123.121865
Coopers Park,Greater Vancouver,49.27316689,-123.1135011
Devonian Harbour Park,Greater Vancouver,49.294501,-123.13378
False Creek (North-Central),Greater Vancouver,49.270628,-123.125601
Park next to Transit Depot,Greater Vancouver,49.20038259,-123.1363535
Fraser River Foreshore Riverfront Path,Greater Vancouver,49.22118504,-123.1914139
West of Cambie Bridge to Charleson Park,Greater Vancouver,49.268716,-123.1177711
Oxford Park,Greater Vancouver,49.28695509,-123.0624962
Jericho Beach Ponds ONLY,Greater Vancouver,49.270554,-123.194275
Brockton Point,Greater Vancouver,49.300795,-123.117063
Fraser River Park,Greater Vancouver,49.20719622,-123.1511164
Stanley Park Brockton Point to Girl in a Wetsuit Statue,Greater Vancouver,49.301138,-123.1243586
Stanley Park - Lumberman's Arch to Lions Gate,Greater Vancouver,49.307134,-123.135667
Acadia Beach West Side,Greater Vancouver,49.279528,-123.243164
Stanley Park - Third Beach,Greater Vancouver,49.303196,-123.156703
Deering Island Gazebo,Greater Vancouver,49.218494,-123.1861996
"Fraser River, North Arm at Elliott Street",Greater Vancouver,49.205841,-123.062513
Jericho Beach West,Greater Vancouver,49.275488,-123.200413
Kitsilano Beach Park,Greater Vancouver,49.276359,-123.152833
Wreck Beach-Trail 7,Greater Vancouver,49.25105573,-123.2487488
Trout Lake in John Hendry Park (North Side),Greater Vancouver,49.257274,-123.0624103
False Creek at Science World,Greater Vancouver,49.275316,-123.103402
Trout Lake in John Hendry Park (South Side),Greater Vancouver,49.254416,-123.061967
Stanley Park Second Beach between Lagoon Drive and Park Lane,Greater Vancouver,49.29176956,-123.1486166
Burrard Inlet at Portside Park - Event 2,Greater Vancouver,49.2849396,-123.1032658
Burrard Civic Marina,Greater Vancouver,49.27502887,-123.1390572
Fraser River Park West,Greater Vancouver,49.21089705,-123.1552792
Deadman's Island Seawall,Greater Vancouver,49.29787093,-123.1245947
Everett Crowley Park,Greater Vancouver,49.211978,-123.033514
Spanish Banks Center,Greater Vancouver,49.276682,-123.219919
Beaver Lake and Creek,Greater Vancouver,49.305237,-123.1386709
Sunset Beach - Vancouver Aquatic Centre,Greater Vancouver,49.276449,-123.136278
False Creek from Spruce St to Granville St (South Side),Greater Vancouver,49.2673565,-123.1316757
Point Grey Shoreline From Kits Pool to Balaclava Street,Greater Vancouver,49.27224287,-123.1693983
Spanish Banks East,Greater Vancouver,49.276099,-123.21285
Vanier Park,Greater Vancouver,49.27712877,-123.1405163
Burrard Inlet at Portside Park,Greater Vancouver,49.284992,-123.102375
Spanish Bank Creek,Greater Vancouver,49.27743675,-123.224287
Locarno Beach East - Event 2,Greater Vancouver,49.27564485,-123.2043743
English Bay Beach Park Lane to Bidwell St - Event 3,Greater Vancouver,49.28664718,-123.1431341
Vanier Park - Event 2,Greater Vancouver,49.2780247,-123.1424046
Spanish Banks Center - Event 2,Greater Vancouver,49.27696078,-123.2186222
Stanley Park - Third Beach - Event 3,Greater Vancouver,49.3042234,-123.1567383
